libelle_niv__4,date_releve,fluide,quantite_kwh
GS ELISEE CHATIN,2022-01-04T00:00:00,ELECTRICITE,9055
GS ELISEE CHATIN,2022-01-05T00:00:00,ELECTRICITE,7562
GS ELISEE CHATIN,2022-01-06T00:00:00,ELECTRICITE,7899
GS ELISEE CHATIN,2022-01-07T00:00:00,ELECTRICITE,7417
GS ELISEE CHATIN,2022-01-08T00:00:00,ELECTRICITE,4948
GS ELISEE CHATIN,2022-01-09T00:00:00,ELECTRICITE,4196
GS ELISEE CHATIN,2022-01-10T00:00:00,ELECTRICITE,7769
GS ELISEE CHATIN,2022-01-11T00:00:00,ELECTRICITE,6346
GS ELISEE CHATIN,2022-01-12T00:00:00,ELECTRICITE,7598
GS ELISEE CHATIN,2022-12-31T00:00:00,ELECTRICITE,7203
GS FERDINAND BUISSON,2022-01-02T00:00:00,ELECTRICITE,8912
GS FERDINAND BUISSON,2022-01-03T00:00:00,ELECTRICITE,5701
GS FERDINAND BUISSON,2022-01-04T00:00:00,ELECTRICITE,7443
GS FERDINAND BUISSON,2022-01-05T00:00:00,ELECTRICITE,5246
GS FERDINAND BUISSON,2022-01-06T00:00:00,ELECTRICITE,5474
GS FERDINAND BUISSON,2022-01-07T00:00:00,ELECTRICITE,5057
GS FERDINAND BUISSON,2022-01-08T00:00:00,ELECTRICITE,2620
GS FERDINAND BUISSON,2022-01-09T00:00:00,ELECTRICITE,1626
GS FERDINAND BUISSON,2022-01-10T00:00:00,ELECTRICITE,5832
GS FERDINAND BUISSON,2022-01-11T00:00:00,ELECTRICITE,4804
GS FERDINAND BUISSON,2022-01-12T00:00:00,ELECTRICITE,6291
GS FERDINAND BUISSON,2022-12-31T00:00:00,ELECTRICITE,5610
GS GRAND CHATELET,2022-01-02T00:00:00,ELECTRICITE,11651
GS GRAND CHATELET,2022-01-03T00:00:00,ELECTRICITE,8147
GS GRAND CHATELET,2022-01-04T00:00:00,ELECTRICITE,8810
GS GRAND CHATELET,2022-01-05T00:00:00,ELECTRICITE,5682
GS GRAND CHATELET,2022-01-06T00:00:00,ELECTRICITE,4390
GS GRAND CHATELET,2022-01-07T00:00:00,ELECTRICITE,4173
GS GRAND CHATELET,2022-01-08T00:00:00,ELECTRICITE,2649
GS GRAND CHATELET,2022-01-09T00:00:00,ELECTRICITE,2517
GS GRAND CHATELET,2022-01-10T00:00:00,ELECTRICITE,5385
GS GRAND CHATELET,2022-01-11T00:00:00,ELECTRICITE,5186
GS GRAND CHATELET,2022-01-12T00:00:00,ELECTRICITE,7820
GS GRAND CHATELET,2022-12-31T00:00:00,ELECTRICITE,7612
GS HOUILLE BLANCHE,2022-03-31T00:00:00,ELECTRICITE,7
GS HOUILLE BLANCHE,2022-04-30T00:00:00,ELECTRICITE,2
GS HOUILLE BLANCHE,2022-06-30T00:00:00,ELECTRICITE,32
GS HOUILLE BLANCHE,2022-08-31T00:00:00,ELECTRICITE,6
GS HOUILLE BLANCHE,2022-11-30T00:00:00,ELECTRICITE,59
GS HOUILLE BLANCHE,2022-12-31T00:00:00,ELECTRICITE,14
GS HOUILLE BLANCHE,2022-01-02T00:00:00,ELECTRICITE,"9950,4"
GS HOUILLE BLANCHE,2022-01-03T00:00:00,ELECTRICITE,"6438,4"
GS HOUILLE BLANCHE,2022-01-04T00:00:00,ELECTRICITE,"7700,8"
GS HOUILLE BLANCHE,2022-01-05T00:00:00,ELECTRICITE,"5592,8"
GS HOUILLE BLANCHE,2022-01-06T00:00:00,ELECTRICITE,"4767,2"
GS HOUILLE BLANCHE,2022-01-07T00:00:00,ELECTRICITE,"4345,6"
GS HOUILLE BLANCHE,2022-01-08T00:00:00,ELECTRICITE,2248
GS HOUILLE BLANCHE,2022-01-09T00:00:00,ELECTRICITE,"1980,8"
GS HOUILLE BLANCHE,2022-01-10T00:00:00,ELECTRICITE,"5013,6"
GS HOUILLE BLANCHE,2022-01-11T00:00:00,ELECTRICITE,"4778,4"
GS HOUILLE BLANCHE,2022-01-12T00:00:00,ELECTRICITE,"5941,6"
GS HOUILLE BLANCHE,2022-12-31T00:00:00,ELECTRICITE,5892
GS JEAN JAURES,2022-01-02T00:00:00,ELECTRICITE,8726
GS JEAN JAURES,2022-01-03T00:00:00,ELECTRICITE,5459
GS JEAN JAURES,2022-01-04T00:00:00,ELECTRICITE,7824
GS JEAN JAURES,2022-01-05T00:00:00,ELECTRICITE,5682
GS JEAN JAURES,2022-01-06T00:00:00,ELECTRICITE,6585
GS JEAN JAURES,2022-01-07T00:00:00,ELECTRICITE,6036
GS JEAN JAURES,2022-01-08T00:00:00,ELECTRICITE,3211
GS JEAN JAURES,2022-01-09T00:00:00,ELECTRICITE,2283
GS JEAN JAURES,2022-01-10T00:00:00,ELECTRICITE,6720
GS JEAN JAURES,2022-01-11T00:00:00,ELECTRICITE,5920
GS JEAN JAURES,2022-01-12T00:00:00,ELECTRICITE,6737
GS JEAN JAURES,2022-12-31T00:00:00,ELECTRICITE,6335
GS JEAN RACINE,2022-01-02T00:00:00,ELECTRICITE,7381
GS JEAN RACINE,2022-01-03T00:00:00,ELECTRICITE,5378
GS JEAN RACINE,2022-01-04T00:00:00,ELECTRICITE,6702
GS JEAN RACINE,2022-01-05T00:00:00,ELECTRICITE,5254
GS JEAN RACINE,2022-01-06T00:00:00,ELECTRICITE,5104
GS JEAN RACINE,2022-01-07T00:00:00,ELECTRICITE,4786
GS JEAN RACINE,2022-01-08T00:00:00,ELECTRICITE,2993
GS JEAN RACINE,2022-01-09T00:00:00,ELECTRICITE,2740
GS JEAN RACINE,2022-01-10T00:00:00,ELECTRICITE,5254
GS JEAN RACINE,2022-01-11T00:00:00,ELECTRICITE,4517
GS JEAN RACINE,2022-01-12T00:00:00,ELECTRICITE,5863
GS JEAN RACINE,2022-12-31T00:00:00,ELECTRICITE,5727
GS  JOSEPH VALLIER,2022-01-02T00:00:00,ELECTRICITE,"5416,58"
GS  JOSEPH VALLIER,2022-01-03T00:00:00,ELECTRICITE,"3681,88"
GS  JOSEPH VALLIER,2022-01-04T00:00:00,ELECTRICITE,"4970,04"
GS  JOSEPH VALLIER,2022-01-05T00:00:00,ELECTRICITE,"3605,52"
GS  JOSEPH VALLIER,2022-01-06T00:00:00,ELECTRICITE,"3493,47"
GS  JOSEPH VALLIER,2022-01-07T00:00:00,ELECTRICITE,"3188,86"
GS  JOSEPH VALLIER,2022-01-08T00:00:00,ELECTRICITE,"1727,23"
GS  JOSEPH VALLIER,2022-01-09T00:00:00,ELECTRICITE,"1445,03"
GS  JOSEPH VALLIER,2022-01-10T00:00:00,ELECTRICITE,"3007,92"
GS  JOSEPH VALLIER,2022-01-11T00:00:00,ELECTRICITE,"937,9"
GS  JOSEPH VALLIER,2022-01-12T00:00:00,ELECTRICITE,"3799,74"
GS  JOSEPH VALLIER,2022-12-31T00:00:00,ELECTRICITE,"5926,2"
GS JULES FERRY,2022-01-02T00:00:00,ELECTRICITE,12801
GS JULES FERRY,2022-01-03T00:00:00,ELECTRICITE,9623
GS JULES FERRY,2022-01-04T00:00:00,ELECTRICITE,10987
GS JULES FERRY,2022-01-05T00:00:00,ELECTRICITE,8984
GS JULES FERRY,2022-01-06T00:00:00,ELECTRICITE,7295
GS JULES FERRY,2022-01-07T00:00:00,ELECTRICITE,6075
GS JULES FERRY,2022-01-08T00:00:00,ELECTRICITE,3209
GS JULES FERRY,2022-01-09T00:00:00,ELECTRICITE,2784
GS JULES FERRY,2022-01-10T00:00:00,ELECTRICITE,7999
GS JULES FERRY,2022-01-11T00:00:00,ELECTRICITE,7601
GS JULES FERRY,2022-01-12T00:00:00,ELECTRICITE,8341
GS JULES FERRY,2022-12-31T00:00:00,ELECTRICITE,8913
GS LIBERATION,2022-02-28T00:00:00,ELECTRICITE,17
GS LIBERATION,2022-04-30T00:00:00,ELECTRICITE,-1
GS LIBERATION,2022-06-30T00:00:00,ELECTRICITE,9
GS LIBERATION,2022-08-31T00:00:00,ELECTRICITE,10
GS LIBERATION,2022-10-31T00:00:00,ELECTRICITE,43
GS LIBERATION,2022-12-31T00:00:00,ELECTRICITE,20
GS LIBERATION,2022-01-02T00:00:00,ELECTRICITE,5565
GS LIBERATION,2022-01-03T00:00:00,ELECTRICITE,3687
GS LIBERATION,2022-01-04T00:00:00,ELECTRICITE,4865
GS LIBERATION,2022-01-05T00:00:00,ELECTRICITE,3401
GS LIBERATION,2022-01-06T00:00:00,ELECTRICITE,3729
GS LIBERATION,2022-01-07T00:00:00,ELECTRICITE,3255
GS LIBERATION,2022-01-08T00:00:00,ELECTRICITE,1913
GS LIBERATION,2022-01-09T00:00:00,ELECTRICITE,1867
GS LIBERATION,2022-01-10T00:00:00,ELECTRICITE,3679
GS LIBERATION,2022-01-11T00:00:00,ELECTRICITE,3368
GS LIBERATION,2022-01-12T00:00:00,ELECTRICITE,3950
GS LIBERATION,2022-12-31T00:00:00,ELECTRICITE,3799
GS MALHERBE 1,2022-01-02T00:00:00,ELECTRICITE,4294
GS MALHERBE 1,2022-01-03T00:00:00,ELECTRICITE,2972
GS MALHERBE 1,2022-01-04T00:00:00,ELECTRICITE,3854
GS MALHERBE 1,2022-01-05T00:00:00,ELECTRICITE,3073
GS MALHERBE 1,2022-01-06T00:00:00,ELECTRICITE,2885
GS MALHERBE 1,2022-01-07T00:00:00,ELECTRICITE,2618
GS MALHERBE 1,2022-01-08T00:00:00,ELECTRICITE,1580
GS MALHERBE 1,2022-01-09T00:00:00,ELECTRICITE,1359
GS MALHERBE 1,2022-01-10T00:00:00,ELECTRICITE,3075
GS MALHERBE 1,2022-01-11T00:00:00,ELECTRICITE,3275
GS MALHERBE 1,2022-01-12T00:00:00,ELECTRICITE,4049
GS MALHERBE 1,2022-12-31T00:00:00,ELECTRICITE,4104
GS NICOLAS CHORIER,2022-01-02T00:00:00,ELECTRICITE,6415
GS NICOLAS CHORIER,2022-01-03T00:00:00,ELECTRICITE,4083
GS NICOLAS CHORIER,2022-01-04T00:00:00,ELECTRICITE,5225
GS NICOLAS CHORIER,2022-01-05T00:00:00,ELECTRICITE,3569
GS NICOLAS CHORIER,2022-01-06T00:00:00,ELECTRICITE,4070
GS NICOLAS CHORIER,2022-01-07T00:00:00,ELECTRICITE,3850
GS NICOLAS CHORIER,2022-01-08T00:00:00,ELECTRICITE,1951
GS NICOLAS CHORIER,2022-01-09T00:00:00,ELECTRICITE,1622
GS NICOLAS CHORIER,2022-01-10T00:00:00,ELECTRICITE,4171
GS NICOLAS CHORIER,2022-01-11T00:00:00,ELECTRICITE,3398
GS NICOLAS CHORIER,2022-01-12T00:00:00,ELECTRICITE,3893
GS NICOLAS CHORIER,2022-12-31T00:00:00,ELECTRICITE,3569
GS PAUL BERT,2022-01-02T00:00:00,ELECTRICITE,6274
GS PAUL BERT,2022-01-03T00:00:00,ELECTRICITE,4212
GS PAUL BERT,2022-01-04T00:00:00,ELECTRICITE,5142
GS PAUL BERT,2022-01-05T00:00:00,ELECTRICITE,3870
GS PAUL BERT,2022-01-06T00:00:00,ELECTRICITE,3882
GS PAUL BERT,2022-01-07T00:00:00,ELECTRICITE,3558
GS PAUL BERT,2022-01-08T00:00:00,ELECTRICITE,2266
GS PAUL BERT,2022-01-09T00:00:00,ELECTRICITE,1771
GS PAUL BERT,2022-01-10T00:00:00,ELECTRICITE,3659
GS PAUL BERT,2022-01-11T00:00:00,ELECTRICITE,3440
GS PAUL BERT,2022-01-12T00:00:00,ELECTRICITE,4436
GS PAUL BERT,2022-12-31T00:00:00,ELECTRICITE,4241
GS PORTE SAINT LAURENT,2022-02-28T00:00:00,ELECTRICITE,3144
GS PORTE SAINT LAURENT,2022-04-30T00:00:00,ELECTRICITE,2826
GS PORTE SAINT LAURENT,2022-06-30T00:00:00,ELECTRICITE,2768
GS PORTE SAINT LAURENT,2022-08-31T00:00:00,ELECTRICITE,2587
GS PORTE SAINT LAURENT,2022-10-31T00:00:00,ELECTRICITE,2638
GS PORTE SAINT LAURENT,2022-12-31T00:00:00,ELECTRICITE,1954
GS SIDI BRAHIM,2022-01-02T00:00:00,ELECTRICITE,8612
GS SIDI BRAHIM,2022-01-03T00:00:00,ELECTRICITE,5117
GS SIDI BRAHIM,2022-01-04T00:00:00,ELECTRICITE,5355
GS SIDI BRAHIM,2022-01-05T00:00:00,ELECTRICITE,3896
GS SIDI BRAHIM,2022-01-06T00:00:00,ELECTRICITE,2874
GS SIDI BRAHIM,2022-01-07T00:00:00,ELECTRICITE,2573
GS SIDI BRAHIM,2022-01-08T00:00:00,ELECTRICITE,1896
GS SIDI BRAHIM,2022-01-09T00:00:00,ELECTRICITE,1661
GS SIDI BRAHIM,2022-01-10T00:00:00,ELECTRICITE,3269
GS SIDI BRAHIM,2022-01-11T00:00:00,ELECTRICITE,3008
GS SIDI BRAHIM,2022-01-12T00:00:00,ELECTRICITE,5417
GS SIDI BRAHIM,2022-12-31T00:00:00,ELECTRICITE,6308
GS LEON JOUHAUX,2022-03-15T00:00:00,ELECTRICITE,10
GS LEON JOUHAUX,2022-04-30T00:00:00,ELECTRICITE,9
GS LEON JOUHAUX,2022-06-30T00:00:00,ELECTRICITE,9
GS LEON JOUHAUX,2022-09-20T00:00:00,ELECTRICITE,17
GS LEON JOUHAUX,2022-10-31T00:00:00,ELECTRICITE,7
GS LEON JOUHAUX,2022-12-31T00:00:00,ELECTRICITE,14
GS LEON JOUHAUX,2022-01-02T00:00:00,ELECTRICITE,9204
GS LEON JOUHAUX,2022-01-03T00:00:00,ELECTRICITE,6892
GS LEON JOUHAUX,2022-01-04T00:00:00,ELECTRICITE,8587
GS LEON JOUHAUX,2022-01-05T00:00:00,ELECTRICITE,6798
GS LEON JOUHAUX,2022-01-06T00:00:00,ELECTRICITE,7039
GS LEON JOUHAUX,2022-01-07T00:00:00,ELECTRICITE,6648
GS LEON JOUHAUX,2022-01-08T00:00:00,ELECTRICITE,4247
GS LEON JOUHAUX,2022-01-09T00:00:00,ELECTRICITE,4033
GS LEON JOUHAUX,2022-01-10T00:00:00,ELECTRICITE,7341
GS LEON JOUHAUX,2022-01-11T00:00:00,ELECTRICITE,6713
GS LEON JOUHAUX,2022-01-12T00:00:00,ELECTRICITE,7676
GS LEON JOUHAUX,2022-12-31T00:00:00,ELECTRICITE,7542
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-02T00:00:00,ELECTRICITE,7626
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-03T00:00:00,ELECTRICITE,5288
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-04T00:00:00,ELECTRICITE,7642
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-05T00:00:00,ELECTRICITE,5446
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-06T00:00:00,ELECTRICITE,5674
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-07T00:00:00,ELECTRICITE,5493
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-08T00:00:00,ELECTRICITE,2955
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-09T00:00:00,ELECTRICITE,2378
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-10T00:00:00,ELECTRICITE,6459
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-11T00:00:00,ELECTRICITE,5368
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-01-12T00:00:00,ELECTRICITE,6085
GS LE VERDERET (VILLAGE OLYMPIQUE),2022-12-31T00:00:00,ELECTRICITE,5539
GS LE LAC EP 12 M 12,2022-02-28T00:00:00,ELECTRICITE,894
GS LE LAC EP 12 M 12,2022-04-30T00:00:00,ELECTRICITE,782
GS LE LAC EP 12 M 12,2022-06-30T00:00:00,ELECTRICITE,694
GS LE LAC EP 12 M 12,2022-08-31T00:00:00,ELECTRICITE,654
GS LE LAC EP 12 M 12,2022-10-31T00:00:00,ELECTRICITE,719
GS LE LAC EP 12 M 12,2022-12-31T00:00:00,ELECTRICITE,867
GS LE LAC EP 12 M 12,2022-01-02T00:00:00,ELECTRICITE,9443
GS LE LAC EP 12 M 12,2022-01-03T00:00:00,ELECTRICITE,5464
GS LE LAC EP 12 M 12,2022-01-04T00:00:00,ELECTRICITE,8366
GS LE LAC EP 12 M 12,2022-01-05T00:00:00,ELECTRICITE,5187
GS LE LAC EP 12 M 12,2022-01-06T00:00:00,ELECTRICITE,5641
GS LE LAC EP 12 M 12,2022-01-07T00:00:00,ELECTRICITE,4689
GS LE LAC EP 12 M 12,2022-01-08T00:00:00,ELECTRICITE,1868
GS LE LAC EP 12 M 12,2022-01-09T00:00:00,ELECTRICITE,1210
GS LE LAC EP 12 M 12,2022-01-10T00:00:00,ELECTRICITE,5246
GS LE LAC EP 12 M 12,2022-01-11T00:00:00,ELECTRICITE,4482
GS LE LAC EP 12 M 12,2022-01-12T00:00:00,ELECTRICITE,6215
GS LE LAC EP 12 M 12,2022-12-31T00:00:00,ELECTRICITE,5314
GS  LES BUTTES,2022-01-02T00:00:00,ELECTRICITE,2906
GS  LES BUTTES,2022-01-03T00:00:00,ELECTRICITE,1914
GS  LES BUTTES,2022-01-04T00:00:00,ELECTRICITE,2993
GS  LES BUTTES,2022-01-05T00:00:00,ELECTRICITE,1826
GS  LES BUTTES,2022-01-06T00:00:00,ELECTRICITE,2490
GS  LES BUTTES,2022-01-07T00:00:00,ELECTRICITE,2505
GS  LES BUTTES,2022-01-08T00:00:00,ELECTRICITE,956
GS  LES BUTTES,2022-01-09T00:00:00,ELECTRICITE,682
GS  LES BUTTES,2022-01-10T00:00:00,ELECTRICITE,2500
GS  LES BUTTES,2022-01-11T00:00:00,ELECTRICITE,2323
GS  LES BUTTES,2022-01-12T00:00:00,ELECTRICITE,2545
GS  LES BUTTES,2022-12-31T00:00:00,ELECTRICITE,2170
GS LES GENETS,2022-01-02T00:00:00,ELECTRICITE,"5248,44"
GS LES GENETS,2022-01-03T00:00:00,ELECTRICITE,"3448,33"
GS LES GENETS,2022-01-04T00:00:00,ELECTRICITE,"4750,07"
GS LES GENETS,2022-01-05T00:00:00,ELECTRICITE,"3022,55"
GS LES GENETS,2022-01-06T00:00:00,ELECTRICITE,"3534,95"
GS LES GENETS,2022-01-07T00:00:00,ELECTRICITE,"3187,25"
GS LES GENETS,2022-01-08T00:00:00,ELECTRICITE,"1715,32"
GS LES GENETS,2022-01-09T00:00:00,ELECTRICITE,"1395,68"
GS LES GENETS,2022-01-10T00:00:00,ELECTRICITE,"3562,4"
GS LES GENETS,2022-01-11T00:00:00,ELECTRICITE,"3156,14"
GS LES GENETS,2022-01-12T00:00:00,ELECTRICITE,"4147,39"
GS LES GENETS,2022-12-31T00:00:00,ELECTRICITE,"3861,91"
GS LA FONTAINE,2022-01-02T00:00:00,ELECTRICITE,6125
GS LA FONTAINE,2022-01-03T00:00:00,ELECTRICITE,3672
GS LA FONTAINE,2022-01-04T00:00:00,ELECTRICITE,5318
GS LA FONTAINE,2022-01-05T00:00:00,ELECTRICITE,3552
GS LA FONTAINE,2022-01-06T00:00:00,ELECTRICITE,4275
GS LA FONTAINE,2022-01-07T00:00:00,ELECTRICITE,3826
GS LA FONTAINE,2022-01-08T00:00:00,ELECTRICITE,2190
GS LA FONTAINE,2022-01-09T00:00:00,ELECTRICITE,1865
GS LA FONTAINE,2022-01-10T00:00:00,ELECTRICITE,4614
GS LA FONTAINE,2022-01-11T00:00:00,ELECTRICITE,3846
GS LA FONTAINE,2022-01-12T00:00:00,ELECTRICITE,4512
GS LA FONTAINE,2022-12-31T00:00:00,ELECTRICITE,4225
GS LES FRENES ZUP XI,2022-01-02T00:00:00,ELECTRICITE,"2845,58"
GS LES FRENES ZUP XI,2022-01-03T00:00:00,ELECTRICITE,"2199,36"
GS LES FRENES ZUP XI,2022-01-04T00:00:00,ELECTRICITE,"2676,52"
GS LES FRENES ZUP XI,2022-01-05T00:00:00,ELECTRICITE,"1875,46"
GS LES FRENES ZUP XI,2022-01-06T00:00:00,ELECTRICITE,"2196,99"
GS LES FRENES ZUP XI,2022-01-07T00:00:00,ELECTRICITE,"1384,87"
GS LES FRENES ZUP XI,2022-01-08T00:00:00,ELECTRICITE,"7762,54"
GS LES FRENES ZUP XI,2022-01-09T00:00:00,ELECTRICITE,"7838,38"
GS LES FRENES ZUP XI,2022-01-10T00:00:00,ELECTRICITE,"9600,08"
GS LES FRENES ZUP XI,2022-01-11T00:00:00,ELECTRICITE,"9784,94"
GS LES FRENES ZUP XI,2022-01-12T00:00:00,ELECTRICITE,"2691,53"
GS LES FRENES ZUP XI,2022-12-31T00:00:00,ELECTRICITE,"2529,58"
GS LES TREMBLES ZUP 12,2022-01-02T00:00:00,ELECTRICITE,"2070,62"
GS LES TREMBLES ZUP 12,2022-01-03T00:00:00,ELECTRICITE,"1448,94"
GS LES TREMBLES ZUP 12,2022-01-04T00:00:00,ELECTRICITE,"1639,32"
GS LES TREMBLES ZUP 12,2022-01-05T00:00:00,ELECTRICITE,"1239,94"
GS LES TREMBLES ZUP 12,2022-01-06T00:00:00,ELECTRICITE,"1278,32"
GS LES TREMBLES ZUP 12,2022-01-07T00:00:00,ELECTRICITE,"1218,28"
GS LES TREMBLES ZUP 12,2022-01-08T00:00:00,ELECTRICITE,"1076,16"
GS LES TREMBLES ZUP 12,2022-01-09T00:00:00,ELECTRICITE,"568,1"
GS LES TREMBLES ZUP 12,2022-01-10T00:00:00,ELECTRICITE,"347,32"
GS LES TREMBLES ZUP 12,2022-01-11T00:00:00,ELECTRICITE,"224,96"
GS LES TREMBLES ZUP 12,2022-01-12T00:00:00,ELECTRICITE,"770,26"
GS LES TREMBLES ZUP 12,2022-12-31T00:00:00,ELECTRICITE,"1355,46"
GS VIGNY MUSSET,2022-01-02T00:00:00,ELECTRICITE,7282
GS VIGNY MUSSET,2022-01-03T00:00:00,ELECTRICITE,4645
GS VIGNY MUSSET,2022-01-04T00:00:00,ELECTRICITE,6694
GS VIGNY MUSSET,2022-01-05T00:00:00,ELECTRICITE,4305
GS VIGNY MUSSET,2022-01-06T00:00:00,ELECTRICITE,4564
GS VIGNY MUSSET,2022-01-07T00:00:00,ELECTRICITE,4529
GS VIGNY MUSSET,2022-01-08T00:00:00,ELECTRICITE,2233
GS VIGNY MUSSET,2022-01-09T00:00:00,ELECTRICITE,1957
GS VIGNY MUSSET,2022-01-10T00:00:00,ELECTRICITE,5539
GS VIGNY MUSSET,2022-01-11T00:00:00,ELECTRICITE,4691
GS VIGNY MUSSET,2022-01-12T00:00:00,ELECTRICITE,5711
GS VIGNY MUSSET,2022-12-31T00:00:00,ELECTRICITE,5092
GROUPE SCOLAIRE FLORENCE ARTHAUD,2022-02-28T00:00:00,ELECTRICITE,4101
GROUPE SCOLAIRE FLORENCE ARTHAUD,2022-04-30T00:00:00,ELECTRICITE,3368
GROUPE SCOLAIRE FLORENCE ARTHAUD,2022-06-30T00:00:00,ELECTRICITE,2309
GROUPE SCOLAIRE FLORENCE ARTHAUD,2022-08-31T00:00:00,ELECTRICITE,2908
GROUPE SCOLAIRE FLORENCE ARTHAUD,2022-10-31T00:00:00,ELECTRICITE,3332
GROUPE SCOLAIRE FLORENCE ARTHAUD,2022-12-31T00:00:00,ELECTRICITE,3757
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-02T00:00:00,ELECTRICITE,29377
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-03T00:00:00,ELECTRICITE,22660
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-04T00:00:00,ELECTRICITE,22244
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-05T00:00:00,ELECTRICITE,17392
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-06T00:00:00,ELECTRICITE,10904
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-07T00:00:00,ELECTRICITE,13957
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-08T00:00:00,ELECTRICITE,14327
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-09T00:00:00,ELECTRICITE,5452
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-10T00:00:00,ELECTRICITE,12678
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-11T00:00:00,ELECTRICITE,11898
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-01-12T00:00:00,ELECTRICITE,20470
GROUPE SCOLAIRE SIMONE LAGRANGE,2022-12-31T00:00:00,ELECTRICITE,22227
COLLEGE LES SAULES,2022-01-01T00:00:00,ELECTRICITE,0
COLLEGE LES SAULES,2022-01-02T00:00:00,ELECTRICITE,4540
COLLEGE LES SAULES,2022-01-03T00:00:00,ELECTRICITE,6678
COLLEGE LES SAULES,2022-01-04T00:00:00,ELECTRICITE,7117
COLLEGE LES SAULES,2022-01-05T00:00:00,ELECTRICITE,3891
COLLEGE LES SAULES,2022-01-06T00:00:00,ELECTRICITE,2130
COLLEGE LES SAULES,2022-01-07T00:00:00,ELECTRICITE,2555
COLLEGE LES SAULES,2022-01-08T00:00:00,ELECTRICITE,2430
COLLEGE LES SAULES,2022-01-09T00:00:00,ELECTRICITE,2607
COLLEGE LES SAULES,2022-01-10T00:00:00,ELECTRICITE,2894
COLLEGE LES SAULES,2022-01-11T00:00:00,ELECTRICITE,3214
COLLEGE LES SAULES,2022-12-14T00:00:00,ELECTRICITE,5339
COLLEGE LES SAULES,2022-12-31T00:00:00,ELECTRICITE,1939
POLE MUSICAL LA SAULAIE,2022-01-02T00:00:00,ELECTRICITE,3893
POLE MUSICAL LA SAULAIE,2022-01-03T00:00:00,ELECTRICITE,3095
POLE MUSICAL LA SAULAIE,2022-01-04T00:00:00,ELECTRICITE,3747
POLE MUSICAL LA SAULAIE,2022-01-05T00:00:00,ELECTRICITE,2928
POLE MUSICAL LA SAULAIE,2022-01-06T00:00:00,ELECTRICITE,3853
POLE MUSICAL LA SAULAIE,2022-01-07T00:00:00,ELECTRICITE,6533
POLE MUSICAL LA SAULAIE,2022-01-08T00:00:00,ELECTRICITE,6555
POLE MUSICAL LA SAULAIE,2022-01-09T00:00:00,ELECTRICITE,6069
POLE MUSICAL LA SAULAIE,2022-01-10T00:00:00,ELECTRICITE,3382
POLE MUSICAL LA SAULAIE,2022-01-11T00:00:00,ELECTRICITE,2307
POLE MUSICAL LA SAULAIE,2022-01-12T00:00:00,ELECTRICITE,3550
POLE MUSICAL LA SAULAIE,2022-12-31T00:00:00,ELECTRICITE,3129
LYCEE JEAN JAURES,2022-01-04T00:00:00,ELECTRICITE,0
LYCEE JEAN JAURES,2022-01-05T00:00:00,ELECTRICITE,188
LYCEE JEAN JAURES,2022-01-06T00:00:00,ELECTRICITE,252
LYCEE JEAN JAURES,2022-01-07T00:00:00,ELECTRICITE,703
LYCEE JEAN JAURES,2022-01-08T00:00:00,ELECTRICITE,794
LYCEE JEAN JAURES,2022-01-09T00:00:00,ELECTRICITE,994
LYCEE JEAN JAURES,2022-01-10T00:00:00,ELECTRICITE,1250
LYCEE JEAN JAURES,2022-01-11T00:00:00,ELECTRICITE,2017
LYCEE JEAN JAURES,2022-01-12T00:00:00,ELECTRICITE,3500
LYCEE JEAN JAURES,2022-12-31T00:00:00,ELECTRICITE,3462
ANNEXE ECOLE DES ARTS,2022-01-02T00:00:00,ELECTRICITE,"4979,66"
ANNEXE ECOLE DES ARTS,2022-01-03T00:00:00,ELECTRICITE,"3936,43"
ANNEXE ECOLE DES ARTS,2022-01-04T00:00:00,ELECTRICITE,"4478,06"
ANNEXE ECOLE DES ARTS,2022-01-05T00:00:00,ELECTRICITE,"3337,95"
ANNEXE ECOLE DES ARTS,2022-01-06T00:00:00,ELECTRICITE,"2762,91"
ANNEXE ECOLE DES ARTS,2022-01-07T00:00:00,ELECTRICITE,"2235,58"
